ID,FORM,LEMMA,UPOS,XPOS,FEATS,Pronunciation
9,اچي,اچ,VERB,VB,XPOS =,Pronunciation = Achay
10,ٿو,ٿو,VERB,VB,XPOS =,Pronunciation = tho
11,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اڄ,اڄ,ADV,RB,XPOS =,Pronunciation = Ajj
2,عيد,عيد,NOUN,NN,XPOS =,Pronunciation = Eid
3,ميلادالنبي,ميلاد,PROPN,NNP,XPOS =,Pronunciation = Meelad ul Nabi
4,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
5,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
6,اسان,آءُ,PRON,PRP,XPOS =,Pronunciation = Asaan
7,سڀ,سڀ,ADJ,JJ,XPOS =,Pronunciation = Sabh
8,تمام,تمام,ADV,RB,XPOS =,Pronunciation = Tamam
9,گھڻا,گھڻو,ADJ,JJ,XPOS =,Pronunciation = Ghanna
10,خوش,خوش,ADJ,JJ,XPOS =,Pronunciation = Khush
11,آهيون,آهي,AUX,VB,XPOS =,Pronunciation = Aahyoon
12,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,جيڪڏهن,جيڪڏهن,CONJ,CC,XPOS =,Pronunciation = Jekadahen
2,نيت,نيت,NOUN,NN,XPOS =,Pronunciation = Niat
3,صاف,صاف,ADJ,JJ,XPOS =,Pronunciation = Saaf
4,نه,نه,ADV,RB,XPOS =,Pronunciation = Na
5,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
6,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
7,وک وک,وک,NOUN,NN,XPOS =,Pronunciation = Wikh
8,تي,تي,ADP,PRP,XPOS =,Pronunciation = Te
9,ڏکيايون,ڏک,VERB,VB,XPOS =,Pronunciation = ddukhyaaoon
10,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
11,مشڪلاتون,مشڪل,ADJ,JJ,XPOS =,Pronunciation = Mushkilaatoon
12,ملن,مل,VERB,VB,XPOS =,Pronunciation = Milan
13,ٿيون,ٿي,VERB,VB,XPOS =,Pronunciation = thyoon
14,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,نيت,نيت,NOUN,NN,XPOS =,Pronunciation = Niat
2,صاف,صاف,ADJ,JJ,XPOS =,Pronunciation = Saaf
3,منزل,منزل,NOUN,NN,XPOS =,Pronunciation = Manzal
4,آسان,آسان,ADJ,JJ,XPOS =,Pronunciation = Aasaan
5,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,گلاب,گلاب,PROPN,NNP,XPOS =,Pronunciation = Gulaab
2,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
3,گل,گل,NOUN,NN,XPOS =,Gul
4,جھڙو,جھڙو,DET,DT,XPOS =,Pronunciation = Jehrro
5,انسان,انسان,NOUN,NN,XPOS =,Pronunciation = Insaan
6,ٿيڻ,ٿي,VERB,VB,XPOS =,Pronunciation = thian
7,لاءِ,لاءِ,ADP,IN,XPOS =,Pronunciation = Lae
8,دل,دل,NOUN,NN,XPOS =,Pronunciation = Dil
9,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
10,نيت,نيت,NOUN,NN,XPOS =,Pronunciation = Niat
11,صاف,صاف,ADJ,JJ,XPOS =,Pronunciation = Saaf
12,رکجي,رک,VERB,VB,XPOS =,Pronunciation = Rakhjay
13,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
14,انسانن,انسان,NOUN,NNS,XPOS =,Pronunciation = Insaanan
15,سان,سان,ADP,IN,XPOS =,Pronunciation = Saan
16,محبت,محبت,NOUN,NN,XPOS =,Pronunciation = Muhbat
17,ڪجي,ڪج,VERB,VB,XPOS =,Pronunciation = kajay
18,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
19,انهن,ان,DET,DT,XPOS =,Pronunciation = Unahan
20,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
21,خدمت,خدمت,NOUN,NN,XPOS =,Pronunciation = Khidmat
22,ڪجي,ڪج,VERB,VB,XPOS =,Pronunciation = kajay
23,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,وڏن,وڏو,ADJ,JJ,XPOS =,Pronunciation = waddan
2,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
3,ادب,ادب,NOUN,NN,XPOS =,Pronunciation = Adab
4,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
5,هڪ,هڪ,NUM,CD,XPOS =,Pronunciation = Hik
6,سٺو,سٺو,ADJ,JJ,XPOS =,Pronunciation = Sutho
7,عمل,عمل,NOUN,NN,XPOS =,Pronunciation = Amal
8,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
9,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
10,اسان,آءُ,PRON,PRP,XPOS =,Pronunciation = Asaan
11,تي,تي,ADP,PRP,XPOS =,Pronunciation = Te
12,فرض,فرض,NOUN,NN,XPOS =,Pronunciation = Faraz
13,به,به,ADP,IN,XPOS =,Pronunciation = Bi
14,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
15,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,سڀني,سڀ,ADJ,JJ,XPOS =,Pronunciation = Sabhni
2,انسانن,انسان,NOUN,NNS,XPOS =,Pronunciation = Insaanan
3,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
4,پنهنجي,پنهنجي,PRON,PRP,XPOS =,Pronunciation = Pahenji
5,رب,رب,PROPN,NNP,XPOS =,Pronunciation = Rab
6,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
7,عبادت,عبادت,NOUN,NN,XPOS =,Pronunciation = Ibaadat
8,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
9,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,ديسي,ديس,ADJ,JJ,XPOS =,Pronunciation = Desi
2,هنرن,هنر,NOUN,NNS,XPOS =,Pronunciation = Hunran
3,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
4,زور,زور,NOUN,NN,XPOS =,Pronunciation = Zor
5,وٺائڻ,وٺ,VERB,VB,XPOS =,Pronunciation = Wathaaen
6,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,مسڪراهٽ,مسڪراهٽ,NOUN,NN,XPOS =,Pronunciation = Muskraahat
2,زندگي,زندگي,NOUN,NN,XPOS =,Pronunciation = Zindagi
3,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
4,خوشيون,خوش,NOUN,NNS,XPOS =,Pronunciation = Khushyoon
5,آڻي,آڻ,VERB,VB,XPOS =,Pronunciation = Aanay
6,ٿي,ٿي,VERB,VB,XPOS =,Pronunciation = thee
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,مختلف,مختلف,ADJ,JJ,XPOS =,Pronunciation = Mukhtalif
2,دورن,دور,NOUN,NN,XPOS =,Pronunciation = Daoran
3,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
4,قومن,قوم,NOUN,NNS,XPOS =,Pronunciation = Qoaman
5,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
6,بقا,بقا,NOUN,NN,XPOS =,Pronunciation = Baqa
7,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
8,سڌاري,سڌار,ADJ,JJ,XPOS =,Pronunciation = Sudharay
9,جا,جو,ADP,IN,XPOS =,Pronunciation = Ja
10,معيار,معيار,NOUN,NN,XPOS =,Pronunciation = Mayaar
11,به,به,ADP,IN,XPOS =,Pronunciation = Bi
12,مختلف,مختلف,ADJ,JJ,XPOS =,Pronunciation = Mukhtalif
13,رهيا,ره,VERB,VBD,XPOS =,Pronunciation = Rahyo
14,آهن,آهي,AUX,VB,XPOS =,Pronunciation = Aahin
15,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,زندگي,زندگي,NOUN,NN,XPOS =,Pronunciation = Zindagi
2,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
3,جيئڻ,جيءُ,VERB,VB,XPOS =,Pronunciation = Jeean
4,سکو,سک,VERB,VB,XPOS =,Pronunciation = Sikho
5,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,هت,هت,ADV,RB,XPOS =,Pronunciation = Hit
2,ڪير,ڪير,DET,DT,XPOS =,Pronunciation = ker
3,ڀي,ڀي,X,-,XPOS =,Pronunciation = bhe
4,ڪنهن,ڪنهن,DET,DT,XPOS =,Pronunciation = kehn
5,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
6,ڪونهي,ڪونه,ADV,RB,XPOS =,Pronunciation = konhay
7,،,،,PUNC,-,XPOS =,Pronunciation = Behak ji nishaani
1,هرڪوئي,هر,DET,DT,XPOS =,Pronunciation = Harkoee
2,پنهنجي,پنهنجي,PRON,PRP,XPOS =,Pronunciation = Pahenji
3,لاءِ,لاءِ,ADP,IN,XPOS =,Pronunciation = Lae
4,جيئي,جيئي,VERB,VB,XPOS =,Pronunciation = Jeeay
5,پيو,پيو,VERB,VB,XPOS =,Pronunciation = payo
6,،,،,PUNC,-,XPOS =,Pronunciation = Behak ji nishaani
1,خبر,خبر,NOUN,NN,XPOS =,Pronunciation = Khabar
2,ناهي,ناه,ADV,RB,XPOS =,Pronunciation = Naahay
3,ماڻهو,ماڻهو,NOUN,NN,XPOS =,Pronunciation = Maanhoo
4,ايئن,ايئن,X,-,XPOS =,Pronunciation = Ea'n
5,ڇو,ڇو,ADV,RB,XPOS =,Pronunciation = chho
6,پيا,پيو,VERB,VB,XPOS =,Pronunciation = payaa
7,ڪن,ڪن,VERB,VB,XPOS =,Pronunciation = kan
8,؟,؟,SYM,-,XPOS =,Pronunciation = Sawaal ji nishaani
1,صبح,صبح,NOUN,NN,XPOS =,Pronunciation = Subuh
2,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
3,سوير,سوير,ADJ,JJ,XPOS =,Pronunciation = Saver
4,پکين,پکي,NOUN,NNS,XPOS =,Pronunciation = Pakhian
5,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
6,چون چون,چون,X,-,XPOS =,Pronunciation = choon choon
7,تمام,تمام,ADV,RB,XPOS =,Pronunciation = Tamam
8,گھڻو,گھڻو,ADJ,JJ,XPOS =,Pronunciation = Ghanno
9,مزو,مزو,ADJ,JJ,XPOS =,Pronunciation = Mazo
10,ڏين,ڏي,VERB,VB,XPOS =,Pronunciation = Ddian
11,ٿيون,ٿي,VERB,VB,XPOS =,Pronunciation = thyoon
12,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,ميوو,ميوو,NOUN,NN,XPOS =,Pronunciation = Mevo
2,کائڻ,کاءِ,VERB,VB,XPOS =,Pronunciation = khaaen
3,تمام,تمام,ADV,RB,XPOS =,Pronunciation = Tamam
4,ضروري,ضرور,ADV,RB,XPOS =,Pronunciation = zaroori
5,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
6,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,اسان,آءُ,PRON,PRP,XPOS =,Pronunciation = Asaan
2,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
3,ڪمزوري,ڪمزور,NOUN,NN,XPOS =,Pronunciation = kamzori
4,اها,اها,DET,DT,XPOS =,Pronunciation = Ehaa
5,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
6,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
7,اسان,آءُ,PRON,PRP,XPOS =,Pronunciation = Asaan
8,جلدي,جلد,ADV,RB,XPOS =,Pronunciation = Jaldi
9,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
10,هار,هار,NOUN,NN,XPOS =,Pronunciation = Haar
11,مڃي,مڃ,VERB,VB,XPOS =,Pronunciation = Maghhe
12,ويندا,ويندو,VERB,VBG,XPOS =,Pronunciation = Weenda
13,آهيون,آهي,AUX,VB,XPOS =,Pronunciation = Aahyoon
14,پر,پر,CONJ,CC,XPOS =,Pronunciation = per
15,ڪاميابي,ڪامياب,NOUN,NN,XPOS =,Pronunciation = kamyaabi
16,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
17,بهترين,بهتر,ADJ,JJ,XPOS =,Pronunciation = Behtareen
18,رستو,رستو,NOUN,NN,XPOS =,Pronunciation = Rasto
19,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
20,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
21,هڪ,هڪ,NUM,CD,XPOS =,Pronunciation = Hik
22,ڀيرو,ڀيرو,ADJ,RB,XPOS =,Pronunciation = bhero
23,ٻيهر,ٻيهر,NUM,CD,XPOS =,Pronunciation = beehar
24,ڪوشش,ڪوشش,NOUN,NN,XPOS =,Pronunciation = koshish
25,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
26,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
27,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,گدڙ,گدڙ,PROPN,NNP,XPOS =,Pronunciation = gidar
2,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
3,سئو,سئو,NUM,CD,XPOS =,Pronunciation = Sao
4,سال,سال,NOUN,NN,XPOS =,Pronunciation = Saal
5,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
6,زندگي,زندگي,NOUN,NN,XPOS =,Pronunciation = Zindagi
7,کان,کان,ADP,IN,XPOS =,Pronunciation = khaan
8,شينهن,شينهن,PROPN,NNP,XPOS =,Pronunciation = Sheenhn
9,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
10,هڪ,هڪ,NUM,CD,XPOS =,Pronunciation = Hik
11,ڏينهن,ڏينهن,NOUN,NN,XPOS =,Pronunciation = Ddeenhn
12,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
13,زندگي,زندگي,NOUN,NN,XPOS =,Pronunciation = Zindagi
14,بهتر,بهتر,ADJ,JJ,XPOS =,Pronunciation = Behtar
15,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
16,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,پير,پير,NOUN,NN,XPOS =,Pronunciation = per
2,ٿي,ٿي,VERB,VB,XPOS =,Pronunciation = thee
3,سڙيا,سڙ,VERB,VBD,XPOS =,Pronunciation = Sarrya
4,جوتن,جوتو,NOUN,NNS,XPOS =,Pronunciation = Jootan
5,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
6,دڪان,دڪان,NOUN,NN,XPOS =,Pronunciation = Dukaan
7,نظر,نظر,NOUN,NN,XPOS =,Pronunciation = Nazar
8,آيو,آءَ,VERB,VBD,XPOS =,Pronunciation = Aayo
9,چيومانس,چئو,PRON,PRP,XPOS =,Pronunciation = chayomaans
10,پير,پير,NOUN,NN,XPOS =,Pronunciation = per
11,ٿا,ٿو,VERB,VB,XPOS =,Pronunciation = thaa
12,سڙن,سڙ,ADJ,JJ,XPOS =,Pronunciation = Sarran
13,جوتا,جوتو,NOUN,NNS,XPOS =,Pronunciation = Joota
14,ڏي,ڏي,VERB,VB,XPOS =,Pronunciation = Dde
15,چيائين,چئو,PRON,PRP,XPOS =,Pronunciation = chayaaeen
16,پئسا,پئسو,NOUN,NN,XPOS =,Pronunciation = pesaa
17,اٿئي,اٿئي,VERB,VB,XPOS =,Pronunciation = Athai
18,چيومانس,چئو,PRON,PRP,XPOS =,Pronunciation = chayomaans
19,اوڌر,اوڌر,NOUN,NN,XPOS =,Pronunciation = Odhar
20,تي,تي,ADP,PRP,XPOS =,Pronunciation = Te
21,چيائين,چئو,PRON,PRP,XPOS =,Pronunciation = chayaaeen
22,تون,تون,PRON,PRP,XPOS =,Toon
23,ڪٿان,ڪٿ,ADV,RB,XPOS =,Pronunciation = kithaan
24,ڏيندين,ڏي,VERB,VBG,XPOS =,Pronunciation = Ddeenden
25,چيومانس,چئو,PRON,PRP,XPOS =,Pronunciation = chayomaans
26,قيامت,قيامت,NOUN,NN,XPOS =,Pronunciation = Qyaamat
27,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
28,ڏينهن,ڏينهن,NOUN,NN,XPOS =,Pronunciation = Ddeenhn
29,الله,الله,PROPN,NNP,XPOS =,Pronunciation = Allah
30,کان,کان,ADP,IN,XPOS =,khaan
31,وٺي,وٺ,VERB,VB,XPOS =,wathay
32,ڏيندس,ڏي,VERB,VB,XPOS =,Ddeendus
33,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,پنهنجو,پنهنجو,PRON,PRP,XPOS =,Pronunciation = pahenjo
2,وقت,وقت,NOUN,NN,XPOS =,Pronunciation = Waqt
3,فضول,فضول,NOUN,NN,XPOS =,Pronunciation = Fuzool
4,وضاحتن,وضاحت,NOUN,NN,XPOS =,Pronunciation = Wazaahutan
5,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
6,برباد,برباد,NOUN,NN,XPOS =,Pronunciation = Barbaad
7,نه,نه,ADV,RB,XPOS =,Pronunciation = Na
8,ڪيو,ڪيو,VERB,VB,XPOS =,Pronunciation = kayo
9,،,،,PUNC,-,XPOS =,Pronunciation = Behak ji nishaani
1,ماڻهو,ماڻهو,NOUN,NN,XPOS =,Pronunciation = Maanhoo
2,اهو,اهو,DET,DT,XPOS =,Pronunciation = Eho
3,ئي,ئي,ADV,RB,XPOS =,Pronunciation = Ee
4,ٻڌندا,ٻڌ,VERB,VB,XPOS =,Pronunciation = Budhandaa
5,جيڪو,جيڪو,DET,DT,XPOS =,Pronunciation = Jeko
6,هُو,هُو,DET,DT,XPOS =,Pronunciation = Hoo
7,ٻڌڻ,ٻڌ,VERB,VB,XPOS =,Pronunciation = budhan
8,چاهين,چاه,VERB,VB,XPOS =,Pronunciation = chaheen
9,ٿا,ٿو,VERB,VB,XPOS =,Pronunciation = thaa
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,جنهن,جنهن,DET,DT,XPOS =,Pronunciation = Jehen
2,هڪ,هڪ,NUM,CD,XPOS =,Pronunciation = Hik
3,انسان,انسان,NOUN,NN,XPOS =,Pronunciation = Insaan
4,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
5,قتل,قتل,NOUN,NN,XPOS =,Pronunciation = Qatal
6,ڪيو,ڪيو,VERB,VB,XPOS =,Pronunciation = kayo
7,ان,ان,DET,DT,XPOS =,Pronunciation = In
8,پوري,پوري,ADJ,JJ,XPOS =,Pronunciation = poori
9,انسانيت,انسانيت,NOUN,NN,XPOS =,Pronunciation = Insaanyat
10,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
11,قتل,قتل,NOUN,NN,XPOS =,Pronunciation = Qatal
12,ڪيو,ڪيو,VERB,VB,XPOS =,Pronunciation = kayo
13,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,مسلمان,مسلمان,NOUN,NN,XPOS =,Pronunciation = Muslmaan
2,اهو,اهو,DET,DT,XPOS =,Pronunciation = Eho
3,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
4,جنهن,جنهن,DET,DT,XPOS =,Pronunciation = Jehen
5,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
6,هٿ,هٿ,NOUN,NN,XPOS =,Pronunciation = Hath
7,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
8,زبان,زبان,NOUN,NN,XPOS =,Pronunciation = Zibaan
9,کان,کان,ADP,IN,XPOS =,Pronunciation = khaan
10,ٻيو,ٻيو,NUM,CD,XPOS =,Pronunciation = beio
11,مسلمان,مسلمان,NOUN,NN,XPOS =,Pronunciation = Muslmaan
12,محفوظ,محفوظ,ADJ,JJ,XPOS =,Pronunciation = Mehfooz
13,رهي,ره,VERB,VB,XPOS =,Pronunciation = Rahay
14,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,جڏهن,جڏهن,CONJ,CC,XPOS =,Pronunciation = Jadehn
2,معاشري,معاشري,NOUN,NN,XPOS =,Pronunciation = Muaashiray
3,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
4,غلط,غلط,ADJ,JJ,XPOS =,Pronunciation = Ghalat
5,طريقو,طريقو,NOUN,NN,XPOS =,Pronunciation = Tareeqo
6,رائج,رائج,NOUN,NN,XPOS =,Pronunciation = Raaej
7,ٿي,ٿي,VERB,VB,XPOS =,Pronunciation = thee
8,وڃي,وڃ,VERB,VB,XPOS =,Pronunciation = waghhay
9,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
10,انجو,ان,PRON,PRP,XPOS =,Pronunciation = Injo
11,سڌارو,سڌار,NOUN,JJ,XPOS =,Pronunciation = Sudhaaro
12,فقط,فقط,ADV,RB,XPOS =,Pronunciation = Faqat
13,سمجھائڻ,سمجھ,VERB,VB,XPOS =,Pronunciation = Samjhaaen
14,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
15,الزام,الزام,NOUN,NN,XPOS =,Pronunciation = Ilzaam
16,لڳائڻ,لڳ,VERB,VB,XPOS =,Pronunciation = Laghaaen
17,سان,سان,ADP,IN,XPOS =,Pronunciation = Saan
18,نه,نه,ADV,RB,XPOS =,Pronunciation = Na
19,ٿيندو,ٿي,VERB,VBG,XPOS =,Pronunciation = theendo
20,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
21,پر,پر,CONJ,CC,XPOS =,Pronunciation = per
22,انجي,ان,PRON,PRP,XPOS =,Pronunciation = Unjy
23,مقابلي,مقابل,NOUN,NN,XPOS =,Pronunciation = Muqaable
24,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
25,صحيح,صحيح,NOUN,NN,XPOS =,Pronunciation = Saheeh
26,اصول,اصول,NOUN,NN,XPOS =,Usool
27,تي,تي,ADP,PRP,XPOS =,Pronunciation = Te
28,انصاف,انصاف,NOUN,NN,XPOS =,Pronunciation = Insaaf
29,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
30,وارو,وارو,ADP,IN,XPOS =,Pronunciation = Waaro
31,معاشرو,معاشرو,NOUN,NN,XPOS =,Pronunciation = Muaashiro
32,ٺاهجي,ٺاه,VERB,VB,XPOS =,Pronunciation = thaahjay
33,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
34,پوءِ,پوءِ,ADV,RB,XPOS =,Pronunciation = poe
35,انقلاب,انقلاب,NOUN,NN,XPOS =,Pronunciation = Inqalaab
36,مفيد,مفيد,ADJ,JJ,XPOS =,Pronunciation = Mufeed
37,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
38,مڪمل,مڪمل,ADJ,JJ,XPOS =,Pronunciation = Mukamal
39,ثابت,ثابت,NOUN,NN,XPOS =,Pronunciation = Sabit
40,ٿيندو,ٿي,VERB,VBG,XPOS =,Pronunciation = theendo
41,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,جيڪڏهن,جيڪڏهن,CONJ,CC,XPOS =,Pronunciation = Jekadahen
2,توهان,توهان,PRON,PRP,XPOS =,Pronunciation = Tawhaan
3,جو,جو,ADP,IN,XPOS =,Pronunciation = Jo
4,مذهب,مذهب,NOUN,NN,XPOS =,Pronunciation = Mazhab
5,توهان,توهان,PRON,PRP,XPOS =,Pronunciation = Tawhaan
6,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
7,ڪنهن,ڪنهن,DET,DT,XPOS =,Pronunciation = kehn
8,سان,سان,ADP,IN,XPOS =,Pronunciation = Saan
9,نفرت,نفرت,NOUN,NN,XPOS =,Pronunciation = Nafrat
10,ڪرڻ,ڪر,VERB,VB,XPOS =,Pronunciation = karan
11,سيکاري,سيکار,VERB,VB,XPOS =,Pronunciation = Sekhaare
12,ته,ته,ADP,IN,XPOS =,Pronunciation = ta
13,توهان,توهان,PRON,PRP,XPOS =,Pronunciation = Tawhaan
14,کي,کي,ADP,IN,XPOS =,Pronunciation = khe
15,پنهنجو,پنهنجو,PRON,PRP,XPOS =,Pronunciation = pahenjo
16,مذهب,مذهب,NOUN,NN,XPOS =,Pronunciation = Mazhab
17,مٽائڻ,مٽاءِ,VERB,VB,XPOS =,Pronunciation = Mitaaen
18,گھرجي,گھرج,AUX,VB,XPOS =,Pronunciation = ghurjay
19,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,شادي,شادي,NOUN,NN,XPOS =,Pronunciation = Shaadi
2,کانپوءِ,کان,ADP,IN,XPOS =,Pronunciation = Khaanpoe
3,عورت,عورت,NOUN,NN,XPOS =,Pronunciation = Aurat
4,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
5,محبت,محبت,NOUN,NN,XPOS =,Pronunciation = Muhbat
6,ختم,ختم,ADJ,JJ,XPOS =,Pronunciation = Khatam
7,ٿي,ٿي,VERB,VB,XPOS =,Pronunciation = thee
8,وڃي,وڃ,VERB,VB,XPOS =,Pronunciation = waghhay
9,ٿي,ٿي,VERB,VB,XPOS =,Pronunciation = thee
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,سياري,سيارو,ADJ,JJ,XPOS =,Pronunciation = Siyaaray
2,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
3,سخت,سخت,ADJ,JJ,XPOS =,Pronunciation = Sakht
4,سردي,سرد,NOUN,NN,XPOS =,Pronunciation = Sardi
5,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
6,هُو,هُو,DET,DT,XPOS =,Pronunciation = Hoo
7,ڪم,ڪم,NOUN,NN,XPOS =,Pronunciation = kam
8,ڪندو,ڪن,VERB,VBG,XPOS =,kando
9,رهيو,رهيو,VERB,VBD,XPOS =,Pronunciation = Rahyo
10,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,سنڌي,سنڌ,PROPN,NNP,XPOS =,Pronunciation = Sindhi
2,ماڻهو,ماڻهو,NOUN,NN,XPOS =,Pronunciation = Maanhoo
3,سهڻا,سهڻو,ADJ,JJ,XPOS =,Pronunciation = Suhanaa
4,۽,۽,CONJ,CC,XPOS =,Pronunciation = Aen
5,سادا,سادو,ADJ,JJ,XPOS =,Pronunciation = Saada
6,آهن,آهي,AUX,VB,XPOS =,Pronunciation = Aahin
7,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,سنڌي,سنڌ,PROPN,NNP,XPOS =,Pronunciation = Sindhi
2,دنيا,دنيا,NOUN,NN,XPOS =,Pronunciation = Duniyaa
3,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
4,گھڻي,گھڻي,ADJ,JJ,XPOS =,Pronunciation = Ghanni
5,پراڻي,پراڻ,ADJ,JJ,XPOS =,Pronunciation = Puraani
6,ٻولي,ٻول,NOUN,NN,XPOS =,Pronunciation = boli
7,آهي,آهي,AUX,VB,XPOS =,Pronunciation = Aahay
8,جيڪا,جيڪو,DET,DT,XPOS =,Pronunciation = Jekaa
9,ڪيترن,ڪيترو,ADJ,JJ,XPOS =,Pronunciation = ketaran
10,ئي,ئي,ADV,RB,XPOS =,Pronunciation = Ee
11,ملڪن,ملڪ,NOUN,NN,XPOS =,Pronunciation = Mullkan
12,۾,۾,ADP,IN,XPOS =,Pronunciation = Me
13,ڳالهائجي,ڳاله,VERB,VB,XPOS =,Pronunciation = Ghaalhaaejay
14,ٿي,ٿي,VERB,VB,XPOS =,Pronunciation = thee
15,.,.,PERIOD,-,XPOS =,Pronunciation = Pooro Dam
1,سنڌي,سنڌ,PROPN,NNP,XPOS =,Pronunciation = Sindhi
2,دنيا,دنيا,NOUN,NN,XPOS =,Pronunciation = Duniyaa
3,جي,جي,ADP,IN,XPOS =,Pronunciation = Je
4,پراڻي,پراڻ,ADJ,JJ,XPOS =,Pronunciation = Puraani
